エリア,世帯,トリップ,出発時間,到着時間,代表交通手段,交通モード,移動時間,,,,
152,1,0,0,0,1,3,1,3,2,6,2
152,1,1,0,0,0,0,3,,,,
152,2,0,0,0,0,0,2,,,,
152,2,1,0,490,0,0,1,,,,
152,2,2,0,1089,0,0,2,,,,
152,2,3,0,0,0,0,1,,,,
153,0,0,0,412,0,0,1,,,,
153,0,1,0,0,0,0,1,,,,
154,0,0,0,426,0,0,1,,,,
154,0,1,0,1100,0,0,2,,,,
154,0,2,0,0,0,0,2,,,,
154,0,3,0,0,0,0,3,,,,
154,2,0,0,537,0,0,2,,,,
154,2,1,0,0,0,0,2,,,,
155,0,0,0,467,0,0,1,,,,
155,0,1,0,0,0,0,1,,,,
155,1,0,0,402,0,0,1,,,,
155,1,1,0,0,0,0,1,,,,
155,1,2,0,0,0,0,2,,,,
155,2,0,0,536,2,2,4,,,,
155,2,1,0,0,0,0,2,,,,
155,2,2,0,0,0,0,1,,,,
156,0,0,0,494,0,0,1,,,,
156,0,1,0,0,0,0,1,,,,
156,1,0,0,488,0,0,3,,,,
156,1,1,0,0,0,0,3,,,,
157,0,0,0,0,0,0,1,,,,
157,0,1,0,0,0,0,1,,,,
157,1,0,0,454,1,3,1,3,2,6,2
157,1,1,0,0,0,0,3,,,,
157,2,0,0,418,0,0,1,,,,
157,2,1,0,0,0,0,1,,,,
158,0,0,0,0,0,0,2,,,,
158,0,1,0,412,0,0,1,,,,
158,0,2,0,0,0,0,1,,,,
159,0,0,0,0,0,0,3,,,,
159,0,1,0,0,0,0,2,,,,
161,0,0,0,520,0,0,3,,,,
161,0,1,0,0,0,0,3,,,,
162,0,0,0,0,3,3,5,,,,
162,0,1,0,0,0,0,1,,,,
162,1,0,0,0,2,2,12,,,,
162,1,1,0,0,0,0,3,,,,
162,2,0,0,409,1,3,1,3,2,4,2
162,2,1,0,696,0,0,2,,,,
162,2,2,0,952,0,0,2,,,,
162,2,3,0,0,0,0,2,,,,
164,1,0,0,423,2,2,8,,,,
164,1,1,0,0,0,0,2,,,,
165,0,0,0,435,1,3,1,3,2,2,2
165,0,1,0,0,0,0,1,,,,
165,1,0,0,423,0,0,3,,,,
165,1,1,0,0,0,0,3,,,,
165,1,2,0,0,0,0,2,,,,
166,0,0,0,0,2,2,8,,,,
166,0,1,0,0,0,0,2,,,,
167,0,0,0,530,0,0,2,,,,
167,0,1,0,0,0,0,2,,,,
167,1,0,0,526,2,2,4,,,,
167,1,1,0,0,0,0,1,,,,
168,0,0,0,427,1,3,1,3,1,2,1
168,0,1,0,1065,0,0,2,,,,
168,0,2,0,0,0,0,1,,,,
168,0,3,0,0,0,0,2,,,,
168,1,0,0,499,1,3,1,3,1,2,1
168,1,1,0,0,0,0,1,,,,
169,0,0,0,0,2,2,8,,,,
169,0,1,0,0,0,0,2,,,,
170,0,0,0,469,3,3,5,,,,
170,0,1,0,0,0,0,1,,,,
170,1,0,0,530,0,0,1,,,,
170,1,1,0,0,0,0,1,,,,
171,0,0,0,465,2,2,8,,,,
171,0,1,0,0,0,0,2,,,,
172,0,0,0,394,1,3,1,3,2,6,2
172,0,1,0,0,0,0,3,,,,
172,0,2,0,0,0,0,2,,,,
172,1,0,0,432,0,0,1,,,,
172,1,1,0,0,0,0,1,,,,
172,1,2,0,0,0,0,2,,,,
173,0,0,0,0,1,3,1,3,2,4,2
173,0,1,0,0,0,0,2,,,,
173,0,2,0,0,0,0,2,,,,
174,0,0,0,478,0,0,3,,,,
174,0,1,0,0,0,0,2,,,,
174,0,2,0,0,0,0,3,,,,
175,0,0,0,433,2,2,12,,,,
175,0,1,0,744,0,0,2,,,,
175,0,2,0,1033,0,0,2,,,,
175,0,3,0,0,0,0,3,,,,
175,1,0,0,394,3,3,10,,,,
175,1,1,0,0,0,0,1,,,,
175,1,2,0,0,0,0,1,,,,
176,0,0,0,511,2,2,4,,,,
176,0,1,0,0,0,0,1,,,,
176,1,0,0,395,0,0,1,,,,
176,1,1,0,0,0,0,1,,,,
176,2,0,0,502,0,0,2,,,,
176,2,1,0,0,0,0,2,,,,
176,2,2,0,0,0,0,2,,,,
176,3,0,0,444,2,2,8,,,,
176,3,1,0,1134,0,0,2,,,,
176,3,2,0,0,0,0,2,,,,
176,3,3,0,0,0,0,1,,,,
176,3,4,0,0,0,0,1,,,,
177,0,0,0,411,0,0,1,,,,
177,0,1,0,0,0,0,1,,,,
178,0,0,0,454,0,0,1,,,,
178,0,1,0,925,0,0,2,,,,
178,0,2,0,0,0,0,2,,,,
178,0,3,0,0,0,0,2,,,,
178,0,4,0,0,0,0,1,,,,
178,1,0,0,480,2,2,12,,,,
178,1,1,0,0,0,0,3,,,,
179,0,0,0,0,0,0,2,,,,
179,0,1,0,0,0,0,2,,,,
179,1,0,0,498,0,0,2,,,,
179,1,1,0,0,0,0,1,,,,
179,1,2,0,0,0,0,1,,,,
179,2,0,0,0,0,0,1,,,,
179,2,1,0,0,0,0,1,,,,
180,0,0,0,439,3,3,10,,,,
180,0,1,0,0,0,0,2,,,,
180,0,2,0,0,0,0,2,,,,
180,1,0,0,414,2,2,12,,,,
180,1,1,0,0,0,0,3,,,,
180,2,0,0,408,0,0,1,,,,
180,2,1,0,0,0,0,2,,,,
180,2,2,0,0,0,0,3,,,,
181,0,0,0,0,3,3,10,,,,
181,0,1,0,491,0,0,1,,,,
181,0,2,0,0,0,0,3,,,,
181,1,0,0,471,3,3,10,,,,
181,1,1,0,0,0,0,3,,,,
181,1,2,0,0,0,0,3,,,,
181,2,0,0,426,2,2,8,,,,
181,2,1,0,0,0,0,2,,,,
182,0,0,0,0,0,0,3,,,,
182,0,1,0,0,0,0,3,,,,
182,1,0,0,0,0,0,2,,,,
182,1,1,0,0,0,0,2,,,,
183,0,0,0,501,0,0,1,,,,
183,0,1,0,0,0,0,1,,,,
183,1,0,0,0,2,2,12,,,,
183,1,1,0,0,0,0,2,,,,
183,1,2,0,0,0,0,2,,,,
183,1,3,0,0,0,0,1,,,,
183,2,0,0,0,0,0,2,,,,
183,2,1,0,0,0,0,2,,,,
183,3,0,0,447,3,3,15,,,,
183,3,1,0,0,0,0,3,,,,
184,0,0,0,498,3,3,5,,,,
184,0,1,0,0,0,0,1,,,,
186,0,0,0,473,0,0,1,,,,
186,0,1,0,0,0,0,1,,,,
186,1,0,0,444,1,3,1,3,2,4,2
186,1,1,0,0,0,0,2,,,,
187,0,0,0,0,1,3,1,3,1,2,1
187,0,1,0,0,0,0,2,,,,
187,0,2,0,0,0,0,3,,,,
188,0,0,0,0,0,0,2,,,,
188,0,1,0,436,0,0,1,,,,
188,0,2,0,0,0,0,2,,,,
188,0,3,0,0,0,0,1,,,,
188,0,4,0,0,0,0,2,,,,
189,0,0,0,471,0,0,3,,,,
189,0,1,0,0,0,0,3,,,,
189,0,2,0,0,0,0,3,,,,
189,0,3,0,0,0,0,3,,,,
189,0,4,0,0,0,0,2,,,,
190,0,0,0,0,1,3,1,3,1,2,1
190,0,1,0,393,0,0,2,,,,
190,0,2,0,0,0,0,1,,,,
190,1,0,0,538,2,2,4,,,,
190,1,1,0,0,0,0,1,,,,
191,0,0,0,397,1,3,1,3,2,4,2
191,0,1,0,0,0,0,2,,,,
192,0,0,0,0,0,0,2,,,,
192,0,1,0,444,0,0,2,,,,
192,0,2,0,0,0,0,3,,,,
192,0,3,0,0,0,0,3,,,,
193,0,0,0,0,2,2,4,,,,
193,0,1,0,0,0,0,1,,,,
193,0,2,0,0,0,0,2,,,,
193,1,0,0,418,1,3,1,3,2,2,2
193,1,1,0,0,0,0,1,,,,
194,0,0,0,0,0,0,3,,,,
194,0,1,0,0,0,0,3,,,,
194,1,0,0,492,0,0,1,,,,
194,1,1,0,0,0,0,1,,,,
194,1,2,0,904,0,0,1,,,,
194,1,3,0,0,0,0,2,,,,
194,1,4,0,0,0,0,1,,,,
194,2,0,0,532,1,3,1,3,2,4,2
194,2,1,0,0,0,0,2,,,,
195,0,0,0,440,0,0,3,,,,
195,0,1,0,0,0,0,3,,,,
197,0,0,0,0,2,2,4,,,,
197,0,1,0,0,0,0,1,,,,
197,1,0,0,474,0,0,3,,,,
197,1,1,0,0,0,0,3,,,,
197,1,2,0,0,0,0,2,,,,
197,2,0,0,518,2,2,8,,,,
197,2,1,0,0,0,0,2,,,,
199,0,0,0,430,0,0,1,,,,
199,0,1,0,0,0,0,1,,,,
199,1,0,0,0,3,3,5,,,,
199,1,1,0,441,0,0,2,,,,
199,1,2,0,0,0,0,1,,,,
200,0,0,0,421,0,0,1,,,,
200,0,1,0,0,0,0,2,,,,
200,0,2,0,0,0,0,1,,,,
200,1,0,0,502,0,0,1,,,,
200,1,1,0,0,0,0,1,,,,
201,0,0,0,0,1,3,1,3,1,4,1
201,0,1,0,0,0,0,2,,,,
201,1,0,0,512,0,0,2,,,,
201,1,1,0,0,0,0,2,,,,
201,2,0,0,436,2,2,4,,,,
201,2,1,0,0,0,0,1,,,,
202,0,0,0,0,0,0,2,,,,
202,0,1,0,0,0,0,1,,,,
203,0,0,0,447,0,0,2,,,,
203,0,1,0,0,0,0,2,,,,
203,0,2,0,0,0,0,2,,,,
203,1,0,0,0,0,0,1,,,,
203,1,1,0,0,0,0,1,,,,
204,0,0,0,411,0,0,2,,,,
204,0,1,0,0,0,0,2,,,,
204,1,0,0,442,2,2,4,,,,
204,1,1,0,0,0,0,1,,,,
204,1,2,0,0,0,0,2,,,,
204,2,0,0,512,2,2,8,,,,
204,2,1,0,0,0,0,2,,,,
204,2,2,0,0,0,0,2,,,,
205,0,0,0,450,0,0,2,,,,
205,0,1,0,0,0,0,2,,,,
206,0,0,0,513,0,0,2,,,,
206,0,1,0,0,0,0,2,,,,
206,1,0,0,473,0,0,1,,,,
206,1,1,0,0,0,0,1,,,,
207,0,0,0,500,0,0,2,,,,
207,0,1,0,0,0,0,2,,,,
207,1,0,0,453,2,2,4,,,,
207,1,1,0,0,0,0,1,,,,
207,1,2,0,1288,0,0,1,,,,
207,1,3,0,0,0,0,1,,,,
208,0,0,0,0,0,0,2,,,,
208,0,1,0,444,0,0,2,,,,
208,0,2,0,0,0,0,2,,,,
208,1,0,0,509,0,0,2,,,,
208,1,1,0,0,0,0,2,,,,
208,1,2,0,0,0,0,2,,,,
209,0,0,0,0,0,0,2,,,,
209,0,1,0,455,0,0,2,,,,
209,0,2,0,0,0,0,2,,,,
209,0,3,0,1126,0,0,2,,,,
209,0,4,0,0,0,0,2,,,,
210,0,0,0,519,0,0,2,,,,
210,0,1,0,0,0,0,2,,,,
210,0,2,0,0,0,0,2,,,,
210,1,0,0,514,2,2,4,,,,
210,1,1,0,0,0,0,2,,,,
210,1,2,0,0,0,0,1,,,,
211,0,0,0,419,0,0,2,,,,
211,0,1,0,0,0,0,2,,,,
211,0,2,0,0,0,0,2,,,,
211,1,0,0,487,1,3,1,3,1,2,1
211,1,1,0,0,0,0,1,,,,
211,2,0,0,445,2,2,8,,,,
211,2,1,0,0,0,0,2,,,,
212,0,0,0,525,1,3,1,3,1,2,1
212,0,1,0,0,0,0,1,,,,
213,0,0,0,0,3,3,10,,,,
213,0,1,0,0,0,0,2,,,,
215,0,0,0,0,2,2,4,,,,
215,0,1,0,0,0,0,1,,,,
215,1,0,0,435,0,0,1,,,,
215,1,1,0,0,0,0,1,,,,
216,0,0,0,0,2,2,8,,,,
216,0,1,0,0,0,0,2,,,,
217,0,0,0,398,1,3,1,3,1,4,1
217,0,1,0,0,0,0,2,,,,
217,1,0,0,451,0,0,1,,,,
217,1,1,0,0,0,0,1,,,,
217,2,0,0,529,2,2,8,,,,
217,2,1,0,0,0,0,2,,,,
218,1,0,0,0,0,0,2,,,,
218,1,1,0,0,0,0,1,,,,
218,2,0,0,487,0,0,1,,,,
218,2,1,0,1104,0,0,2,,,,
218,2,2,0,0,0,0,1,,,,
218,2,3,0,0,0,0,2,,,,
218,2,4,0,0,0,0,2,,,,
218,3,0,0,457,0,0,1,,,,
218,3,1,0,0,0,0,1,,,,
219,0,0,0,499,1,3,1,3,1,4,1
219,0,1,0,0,0,0,2,,,,
220,0,0,0,0,0,0,2,,,,
220,0,1,0,0,0,0,2,,,,
220,1,0,0,474,0,0,2,,,,
220,1,1,0,0,0,0,2,,,,
220,2,0,0,405,0,0,2,,,,
220,2,1,0,0,0,0,2,,,,
220,3,0,0,0,0,0,1,,,,
220,3,1,0,440,0,0,1,,,,
220,3,2,0,0,0,0,2,,,,
221,0,0,0,400,0,0,2,,,,
221,0,1,0,0,0,0,2,,,,
221,0,2,0,0,0,0,2,,,,
221,1,0,0,409,2,2,8,,,,
221,1,1,0,0,0,0,2,,,,
222,0,0,0,0,0,0,1,,,,
222,0,1,0,0,0,0,2,,,,
223,0,0,0,0,1,3,1,3,1,2,1
223,0,1,0,0,0,0,1,,,,
223,1,0,0,534,2,2,8,,,,
223,1,1,0,0,0,0,1,,,,
223,1,2,0,0,0,0,1,,,,
224,0,0,0,436,1,3,1,3,1,2,1
224,0,1,0,0,0,0,1,,,,
225,0,0,0,498,0,0,1,,,,
225,0,1,0,0,0,0,1,,,,
225,0,2,0,0,0,0,2,,,,
226,0,0,0,0,0,0,2,,,,
226,0,1,0,467,0,0,2,,,,
226,0,2,0,0,0,0,2,,,,
226,1,0,0,429,1,3,1,3,1,4,1
226,1,1,0,0,0,0,2,,,,
227,0,0,0,474,2,2,4,,,,
227,0,1,0,0,0,0,1,,,,
228,0,0,0,496,0,0,1,,,,
228,0,1,0,0,0,0,1,,,,
229,1,0,0,0,0,0,2,,,,
229,1,1,0,0,0,0,2,,,,
230,0,0,0,397,0,0,2,,,,
230,0,1,0,0,0,0,2,,,,
231,0,0,0,423,0,0,2,,,,
231,0,1,0,0,0,0,2,,,,
231,1,0,0,408,3,3,10,,,,
231,1,1,0,762,0,0,2,,,,
231,1,2,0,1179,0,0,2,,,,
231,1,3,0,0,0,0,2,,,,
232,0,0,0,0,0,0,1,,,,
232,0,1,0,0,0,0,2,,,,
232,0,2,0,0,0,0,1,,,,
233,0,0,0,0,0,0,1,,,,
233,0,1,0,0,0,0,1,,,,
234,0,0,0,526,2,2,8,,,,
234,0,1,0,0,0,0,2,,,,
235,0,0,0,0,2,2,4,,,,
235,0,1,0,0,0,0,1,,,,
235,1,0,0,457,0,0,2,,,,
235,1,1,0,0,0,0,2,,,,
237,0,0,0,417,0,0,2,,,,
237,0,1,0,0,0,0,1,,,,
237,0,2,0,0,0,0,1,,,,
239,0,0,0,0,3,3,10,,,,
239,0,1,0,0,0,0,2,,,,
240,0,0,0,487,0,0,2,,,,
240,0,1,0,0,0,0,2,,,,
241,0,0,0,0,1,3,1,3,1,4,1
241,0,1,0,431,0,0,2,,,,
241,0,2,0,0,0,0,2,,,,
242,0,0,0,489,2,2,8,,,,
242,0,1,0,0,0,0,2,,,,
242,0,2,0,0,0,0,2,,,,
242,1,0,0,455,0,0,2,,,,
242,1,1,0,1239,0,0,2,,,,
242,1,2,0,0,0,0,2,,,,
242,1,3,0,0,0,0,2,,,,
242,1,4,0,0,0,0,2,,,,
242,2,0,0,453,2,2,4,,,,
242,2,1,0,0,0,0,1,,,,
242,2,2,0,0,0,0,2,,,,
243,0,0,0,0,1,3,1,3,1,2,1
243,0,1,0,0,0,0,1,,,,
243,1,0,0,437,0,0,2,,,,
243,1,1,0,0,0,0,2,,,,
243,1,2,0,0,0,0,2,,,,
244,0,0,0,444,0,0,2,,,,
244,0,1,0,0,0,0,2,,,,
244,1,0,0,515,0,0,2,,,,
244,1,1,0,0,0,0,2,,,,
244,2,0,0,401,1,3,1,3,1,4,1
244,2,1,0,0,0,0,2,,,,
244,2,2,0,0,0,0,2,,,,
244,3,0,0,0,0,0,1,,,,
244,3,1,0,0,0,0,2,,,,
245,0,0,0,507,0,0,2,,,,
245,0,1,0,710,0,0,2,,,,
245,0,2,0,1214,0,0,2,,,,
245,0,3,0,0,0,0,2,,,,
245,1,0,0,450,3,3,10,,,,
245,1,1,0,0,0,0,2,,,,
246,0,0,0,0,2,2,8,,,,
246,0,1,0,0,0,0,2,,,,
247,0,0,0,407,0,0,1,,,,
247,0,1,0,0,0,0,1,,,,
247,1,0,0,468,0,0,2,,,,
247,1,1,0,0,0,0,2,,,,
247,2,0,0,470,0,0,2,,,,
247,2,1,0,0,0,0,2,,,,
248,0,0,0,535,3,3,10,,,,
248,0,1,0,0,0,0,2,,,,
248,0,2,0,0,0,0,2,,,,
249,0,0,0,395,0,0,2,,,,
249,0,1,0,710,0,0,2,,,,
249,0,2,0,1178,0,0,2,,,,
249,0,3,0,0,0,0,2,,,,
250,0,0,0,0,0,0,1,,,,
250,0,1,0,0,0,0,1,,,,
250,1,0,0,422,0,0,2,,,,
250,1,1,0,0,0,0,2,,,,
251,0,0,0,454,3,3,5,,,,
251,0,1,0,747,0,0,2,,,,
251,0,2,0,1037,0,0,2,,,,
251,0,3,0,0,0,0,1,,,,
252,0,0,0,438,1,3,1,3,1,4,1
252,0,1,0,0,0,0,2,,,,
252,0,2,0,0,0,0,2,,,,
252,1,0,0,476,0,0,1,,,,
252,1,1,0,0,0,0,1,,,,
253,0,0,0,472,0,0,2,,,,
253,0,1,0,0,0,0,2,,,,
254,0,0,0,0,0,0,2,,,,
254,0,1,0,0,0,0,2,,,,
254,1,0,0,530,1,3,1,3,1,4,1
254,1,1,0,0,0,0,2,,,,
254,2,0,0,485,1,3,1,3,1,4,1
254,2,1,0,0,0,0,2,,,,
255,0,0,0,475,0,0,2,,,,
255,0,1,0,0,0,0,2,,,,
255,0,2,0,0,0,0,1,,,,
255,0,3,0,0,0,0,1,,,,
255,1,0,0,508,0,0,2,,,,
255,1,1,0,0,0,0,2,,,,
255,1,2,0,0,0,0,2,,,,
256,1,0,0,504,3,3,10,,,,
256,1,1,0,0,0,0,2,,,,
256,1,2,0,0,0,0,2,,,,
257,0,0,0,502,0,0,2,,,,
257,0,1,0,0,0,0,2,,,,
258,0,0,0,0,3,3,10,,,,
258,0,1,0,0,0,0,2,,,,
258,1,0,0,0,1,3,1,3,1,4,1
258,1,1,0,430,0,0,2,,,,
258,1,2,0,0,0,0,2,,,,
258,1,3,0,938,0,0,2,,,,
258,1,4,0,0,0,0,2,,,,
258,2,0,0,496,0,0,1,,,,
258,2,1,0,0,0,0,2,,,,
258,2,2,0,0,0,0,1,,,,
259,0,0,0,448,1,3,1,3,1,2,1
259,0,1,0,1093,0,0,2,,,,
259,0,2,0,0,0,0,2,,,,
259,0,3,0,0,0,0,1,,,,
259,1,0,0,0,1,3,1,3,1,2,1
259,1,1,0,0,0,0,1,,,,
259,2,0,0,472,0,0,1,,,,
259,2,1,0,0,0,0,1,,,,
260,0,0,0,395,2,2,8,,,,
260,0,1,0,0,0,0,2,,,,
261,0,0,0,520,2,2,8,,,,
261,0,1,0,0,0,0,2,,,,
261,0,2,0,0,0,0,2,,,,
262,0,0,0,403,0,0,2,,,,
262,0,1,0,0,0,0,2,,,,
263,0,0,0,0,3,3,10,,,,
263,0,1,0,0,0,0,1,,,,
263,0,2,0,0,0,0,1,,,,
263,1,0,0,0,0,0,1,,,,
263,1,1,0,0,0,0,1,,,,
264,0,0,0,500,2,2,4,,,,
264,0,1,0,0,0,0,1,,,,
265,0,0,0,407,1,3,1,3,1,4,1
265,0,1,0,0,0,0,2,,,,
265,1,0,0,482,3,3,10,,,,
265,1,1,0,927,0,0,2,,,,
265,1,2,0,0,0,0,1,,,,
265,1,3,0,0,0,0,2,,,,
265,1,4,0,0,0,0,1,,,,
266,0,0,0,489,1,3,1,3,1,4,1
266,0,1,0,0,0,0,2,,,,
266,0,2,0,0,0,0,2,,,,
266,1,0,0,413,0,0,2,,,,
266,1,1,0,0,0,0,2,,,,
266,1,2,0,0,0,0,2,,,,
266,2,0,0,524,1,3,1,3,1,2,1
266,2,1,0,0,0,0,1,,,,
267,0,0,0,0,1,3,1,3,1,4,1
267,0,1,0,0,0,0,2,,,,
267,0,2,0,0,0,0,2,,,,
267,0,3,0,0,0,0,2,,,,
267,1,0,0,414,0,0,2,,,,
267,1,1,0,0,0,0,2,,,,
267,2,0,0,473,0,0,2,,,,
267,2,1,0,0,0,0,2,,,,
267,3,0,0,522,0,0,2,,,,
267,3,1,0,0,0,0,2,,,,
267,3,2,0,0,0,0,2,,,,
267,4,0,0,436,2,2,8,,,,
267,4,1,0,0,0,0,2,,,,
267,5,0,0,444,2,2,8,,,,
267,5,1,0,0,0,0,2,,,,
267,5,2,0,1267,0,0,2,,,,
267,5,3,0,0,0,0,2,,,,
268,0,0,0,531,2,2,8,,,,
268,0,1,0,0,0,0,2,,,,
269,0,0,0,486,0,0,1,,,,
269,0,1,0,0,0,0,1,,,,
269,0,2,0,713,0,0,1,,,,
269,0,3,0,920,0,0,2,,,,
269,0,4,0,0,0,0,1,,,,
269,1,0,0,458,1,3,1,3,1,4,1
269,1,1,0,0,0,0,2,,,,
269,1,2,0,0,0,0,2,,,,
270,1,0,0,489,0,0,2,,,,
270,1,1,0,0,0,0,2,,,,
271,0,0,0,392,0,0,1,,,,
271,0,1,0,0,0,0,1,,,,
271,1,0,0,474,0,0,1,,,,
271,1,1,0,0,0,0,1,,,,
273,0,0,0,528,1,3,1,3,1,4,1
273,0,1,0,0,0,0,2,,,,
274,0,0,0,431,0,0,2,,,,
274,0,1,0,0,0,0,2,,,,
274,1,0,0,527,1,3,1,3,1,2,1
274,1,1,0,0,0,0,1,,,,
274,1,2,0,0,0,0,2,,,,
275,0,0,0,0,2,2,4,,,,
275,0,1,0,0,0,0,1,,,,
275,0,2,0,0,0,0,2,,,,
275,1,0,0,457,0,0,2,,,,
275,1,1,0,0,0,0,2,,,,
275,2,0,0,516,0,0,2,,,,
275,2,1,0,0,0,0,2,,,,
276,0,0,0,507,0,0,2,,,,
276,0,1,0,0,0,0,2,,,,
277,0,0,0,459,1,3,1,3,1,4,1
277,0,1,0,0,0,0,2,,,,
278,0,0,0,0,3,3,5,,,,
278,0,1,0,0,0,0,1,,,,
278,1,0,0,0,2,2,4,,,,
278,1,1,0,0,0,0,1,,,,
278,2,0,0,433,0,0,2,,,,
278,2,1,0,0,0,0,2,,,,
278,3,0,0,504,0,0,2,,,,
278,3,1,0,0,0,0,2,,,,
278,4,0,0,500,2,2,4,,,,
278,4,1,0,0,0,0,1,,,,
279,0,0,0,401,2,2,4,,,,
279,0,1,0,0,0,0,2,,,,
279,0,2,0,0,0,0,1,,,,
280,0,0,0,471,0,0,1,,,,
280,0,1,0,0,0,0,1,,,,
280,1,0,0,502,0,0,2,,,,
280,1,1,0,674,0,0,2,,,,
280,1,2,0,0,0,0,2,,,,
280,1,3,0,900,0,0,2,,,,
280,1,4,0,0,0,0,2,,,,
280,2,0,0,487,3,3,10,,,,
280,2,1,0,0,0,0,2,,,,
280,3,0,0,448,0,0,2,,,,
280,3,1,0,0,0,0,2,,,,
281,0,0,0,465,0,0,2,,,,
281,0,1,0,0,0,0,1,,,,
281,0,2,0,0,0,0,1,,,,
282,0,0,0,397,0,0,1,,,,
282,0,1,0,0,0,0,1,,,,
282,1,0,0,528,3,3,10,,,,
282,1,1,0,687,0,0,2,,,,
282,1,2,0,905,0,0,2,,,,
282,1,3,0,0,0,0,2,,,,
283,0,0,0,0,0,0,1,,,,
283,0,1,0,0,0,0,2,,,,
284,0,0,0,534,0,0,2,,,,
284,0,1,0,0,0,0,2,,,,
284,1,0,0,481,3,3,10,,,,
284,1,1,0,0,0,0,2,,,,
284,1,2,0,0,0,0,2,,,,
285,0,0,0,431,1,3,1,3,1,4,1
285,0,1,0,0,0,0,2,,,,
285,0,2,0,0,0,0,2,,,,
286,0,0,0,437,2,2,8,,,,
286,0,1,0,0,0,0,2,,,,
287,1,0,0,481,1,3,1,3,1,2,1
287,1,1,0,0,0,0,1,,,,
287,2,0,0,445,0,0,2,,,,
287,2,1,0,0,0,0,2,,,,
287,3,0,0,443,3,3,10,,,,
287,3,1,0,700,0,0,2,,,,
287,3,2,0,1027,0,0,2,,,,
287,3,3,0,0,0,0,2,,,,
288,0,0,0,416,0,0,2,,,,
288,0,1,0,0,0,0,2,,,,
288,0,2,0,0,0,0,2,,,,
288,1,0,0,509,2,2,8,,,,
288,1,1,0,0,0,0,2,,,,
288,2,0,0,426,2,2,4,,,,
288,2,1,0,0,0,0,1,,,,
289,1,0,0,459,0,0,2,,,,
289,1,1,0,0,0,0,2,,,,
290,0,0,0,418,0,0,1,,,,
290,0,1,0,0,0,0,1,,,,
290,0,2,0,1252,0,0,1,,,,
290,0,3,0,0,0,0,1,,,,
290,1,0,0,0,0,0,2,,,,
290,1,1,0,0,0,0,2,,,,
290,2,0,0,417,0,0,1,,,,
290,2,1,0,0,0,0,1,,,,
290,3,0,0,425,0,0,1,,,,
290,3,1,0,0,0,0,1,,,,
290,3,2,0,0,0,0,2,,,,
293,0,0,0,436,0,0,2,,,,
293,0,1,0,0,0,0,2,,,,
293,1,0,0,0,2,2,8,,,,
293,1,1,0,465,0,0,1,,,,
293,1,2,0,0,0,0,1,,,,
293,2,0,0,495,3,3,10,,,,
293,2,1,0,0,0,0,1,,,,
293,2,2,0,0,0,0,1,,,,
293,3,0,0,0,0,0,1,,,,
293,3,1,0,504,0,0,1,,,,
293,3,2,0,0,0,0,2,,,,
294,0,0,0,0,2,2,8,,,,
294,0,1,0,483,0,0,2,,,,
294,0,2,0,0,0,0,2,,,,
294,0,3,0,0,0,0,2,,,,
295,0,0,0,533,0,0,2,,,,
295,0,1,0,0,0,0,2,,,,
295,0,2,0,1034,0,0,2,,,,
295,0,3,0,0,0,0,2,,,,
296,0,0,0,447,0,0,1,,,,
296,0,1,0,0,0,0,1,,,,
296,1,0,0,0,1,3,1,3,1,4,1
296,1,1,0,454,0,0,2,,,,
296,1,2,0,0,0,0,2,,,,
296,1,3,0,0,0,0,2,,,,
296,2,0,0,521,0,0,2,,,,
296,2,1,0,0,0,0,2,,,,
296,3,0,0,498,2,2,8,,,,
296,3,1,0,0,0,0,2,,,,
296,3,2,0,1245,0,0,2,,,,
296,3,3,0,0,0,0,2,,,,
297,0,0,0,392,0,0,1,,,,
297,0,1,0,0,0,0,1,,,,
297,1,0,0,0,1,3,1,3,1,4,1
297,1,1,0,402,0,0,2,,,,
297,1,2,0,0,0,0,2,,,,
297,2,0,0,486,2,2,8,,,,
297,2,1,0,0,0,0,2,,,,
298,0,0,0,0,1,3,1,3,1,4,1
298,0,1,0,0,0,0,2,,,,
298,0,2,0,0,0,0,2,,,,
299,0,0,0,0,1,3,1,3,1,4,1
299,0,1,0,0,0,0,2,,,,
299,0,2,0,0,0,0,2,,,,
299,0,3,0,0,0,0,2,,,,
299,0,4,0,0,0,0,2,,,,
299,1,0,0,411,0,0,1,,,,
299,1,1,0,0,0,0,1,,,,
299,1,2,0,0,0,0,2,,,,
300,0,0,0,464,0,0,2,,,,
300,0,1,0,0,0,0,2,,,,
300,0,2,0,0,0,0,2,,,,
300,1,0,0,468,1,3,1,3,1,4,1
300,1,1,0,0,0,0,2,,,,
301,0,0,0,427,0,0,2,,,,
301,0,1,0,0,0,0,2,,,,
301,1,0,0,0,0,0,1,,,,
301,1,1,0,445,0,0,2,,,,
301,1,2,0,0,0,0,1,,,,
302,0,0,0,534,0,0,1,,,,
302,0,1,0,0,0,0,1,,,,
302,0,2,0,0,0,0,2,,,,
303,0,0,0,447,0,0,1,,,,
303,0,1,0,755,0,0,2,,,,
303,0,2,0,1308,0,0,2,,,,
303,0,3,0,0,0,0,1,,,,
304,0,0,0,456,1,3,1,3,1,2,1
304,0,1,0,0,0,0,1,,,,
304,1,0,0,0,0,0,1,,,,
304,1,1,0,0,0,0,2,,,,
304,1,2,0,0,0,0,1,,,,
305,1,0,0,0,0,0,2,,,,
305,1,1,0,457,0,0,1,,,,
